,mean_Bearing_1,mean_Bearing_2,mean_Bearing_3,mean_Bearing_4,mean_fft_Bearing_1,mean_fft_Bearing_2,mean_fft_Bearing_3,mean_fft_Bearing_4,mean_frq_Bearing_1,mean_frq_Bearing_2,mean_frq_Bearing_3,mean_frq_Bearing_4
2004.02.14.23.12.39,0.061220420918990194,0.07449177205918257,0.07816748864690659,0.044513110991747644,7.846887028132966,9.765499181608885,11.706545966163928,5.728860580282511,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.21.32.39,0.060710776893403,0.07424884027540407,0.0767284535377704,0.04343117339713854,7.737385069119724,9.59237141374753,11.27218076909592,5.576979946198001,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.06.22.39,0.059735729283656426,0.07398408125396748,0.07868899848625423,0.043219786122369264,7.574661069463593,9.685140240814997,11.470819834213462,5.517996454674904,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.11.32.39,0.07035333756531081,0.073251574783925,0.07581507886127253,0.04436881683675961,8.4615306149625,9.54521566582481,11.28009132971069,5.655328414904761,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.05.12.39,0.08051975194101274,0.07657991112847305,0.07721163142731578,0.04652824844963133,9.096888119905136,9.715309327244645,11.385310441187224,5.83705583078908,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.13.02.39,0.061666878265540306,0.07404306850920454,0.07644860588895942,0.04480277357292837,7.920820201983051,9.570548763857204,11.396578870866032,5.691240877025128,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.10.12.39,0.07003457200058597,0.07329469212363884,0.07675365008057033,0.044109136188290446,8.44526060179986,9.425950356554745,11.461240625910731,5.575982209522818,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.12.12.52.39,0.062340690463401544,0.07560125006103814,0.08039816397285024,0.04424551980077152,7.9114575929060065,9.705898194574596,12.093431263450663,5.636618647091149,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.04.02.39,0.08032037697153181,0.07394926510083501,0.07512251574783925,0.04516968601982519,9.124695772453487,9.556426160399127,11.137773315225678,5.6729094075291995,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.23.22.39,0.060833829776844574,0.07484340055666781,0.07778700131842375,0.04409004345915328,7.84479213831361,9.957630749252289,11.513016784518824,5.649956019681142,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.03.12.39,0.08018355388446702,0.07399384735582792,0.076043947458372,0.045640949265100844,9.115360452932558,9.610576564695647,11.367739195909031,5.734806038721109,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.16.32.39,0.07385067630255383,0.07447375360125007,0.0763197421749109,0.0452846818692319,8.60999157498002,9.551990090420471,11.264592179572327,5.724348097355539,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.16.12.39,0.07492021094780019,0.07505166267884175,0.07644435763465014,0.045559402314566136,8.85829193991073,9.750925139760872,11.30655199468068,5.779933550537245,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.11.22.39,0.07153068997509644,0.07432975242931784,0.07696381659260705,0.04447736705893842,8.496742367073024,9.590564274096545,11.282803063219957,5.667022646670021,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.05.02.39,0.08063230626495434,0.07346598955027102,0.0760043947458372,0.04562498168855902,9.179450186168236,9.540782198912966,11.223434382784957,5.770388669444479,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.08.52.39,0.12101084037306509,0.0775030030763221,0.07868509204551002,0.05100366228819767,12.476821588140195,9.960876084335188,11.52828763753494,6.1816507279978135,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.06.02.39,0.11484847892963523,0.08122437619024366,0.08140294936276185,0.050538014551491775,12.271702143317619,10.020196770132637,11.504931559026796,6.1951720219769255,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.12.23.52.39,0.060481371160701215,0.07487987694711656,0.08100400410176277,0.04337003759949217,7.7013326043188295,9.720985883674071,12.202151888640296,5.5175749996287315,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.06.42.39,0.11679330045412373,0.08111890229015088,0.08146105766883148,0.05020567410518092,12.34872495134002,10.099462943819457,11.540880264183192,6.159858428412234,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.12.15.42.39,0.06321094780018556,0.07551774989013137,0.08134772205674105,0.04509233849309049,8.009058886739423,9.749239872185452,12.015919549143383,5.694767029541221,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.12.14.42.39,0.0613288734801504,0.07514195029054153,0.08256545729771961,0.04414287807021827,7.728200398134256,9.75821233241667,12.217631788950586,5.5633171525943785,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.04.02.39,0.10004785389911618,0.07984593974315152,0.0815608672298452,0.049524195517359246,11.08221149116976,9.92972734934202,11.276428767475313,6.147648991978094,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.01.02.39,0.06003164217002784,0.07447155622833146,0.07934391327701547,0.04358152253528004,7.568017296106697,9.638261834715468,11.64266586216775,5.4741746897327435,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.20.02.39,0.05911284730699742,0.07328985790321794,0.07533199863274574,0.043484740465843066,7.5068377445580925,9.487706761434039,11.298423549095418,5.485661809709268,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.12.12.39,0.07124454319058549,0.07439943356609209,0.07648625421163144,0.04519468724058792,8.57124504501913,9.540900312448812,11.454979586809062,5.670339197637275,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.12.14.22.39,0.0626069144001172,0.0765010010254407,0.08113311196835783,0.04504121294985107,8.078363595002408,9.986927878606377,12.291988995416261,5.781347458367838,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.07.52.39,0.060631036671712484,0.07376444162312613,0.07684940670931198,0.04333234044631086,7.751072362766306,9.664134537734213,11.449537342313125,5.576324922226797,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.14.42.39,0.06113921578202061,0.07668011133356122,0.07909780751013232,0.044933688168367604,7.78356154460254,10.044525646630069,11.729767848135289,5.655092518268146,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.06.22.39,0.11676146296205869,0.08098173738952098,0.08153498705991503,0.05004131061086967,12.304554295526028,10.040262432604452,11.519760147794633,6.146989345827332,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.02.22.39,0.06075863079251917,0.07448737731334538,0.07856887543337077,0.043184774647199574,7.650960807839256,9.652294378198816,11.509560929193798,5.525761861011731,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.19.04.42.39,0.24854450900922898,0.10733400068362713,0.09503672054299526,0.09074061233458665,39.158328322102946,12.333689258128919,12.543879807902155,9.1322052533938,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.13.12.39,0.11318799746081351,0.0842096782069437,0.08655251721275453,0.05392401972752576,12.049531823579729,9.93582703217096,11.314305613540055,6.333034831627491,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.14.32.39,0.07121700278333903,0.07402265735631623,0.07847966209287563,0.044959665999316376,8.54283466143725,9.586107722475406,11.344089405255726,5.705457178119668,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.22.12.39,0.06198134674544656,0.07591732994775134,0.08054997802627081,0.0447989647932028,7.9764410856067105,10.010483432891517,11.675984945323355,5.703547946285411,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.02.42.39,0.06045427022803848,0.07503940622100688,0.07728565847941794,0.044461008838322186,7.769981300576768,9.811781930208316,11.545472657326636,5.627651771411622,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.12.52.39,0.11118179598613212,0.07837995019288051,0.07859021436593584,0.05114898188388105,11.755331803466119,9.984748674213716,11.413539480879352,6.1805574503041125,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.03.02.39,0.059843156404121294,0.07583763855657015,0.07918467698618098,0.04427281605547146,7.601094169475749,9.950217373992508,12.140111266481146,5.633568288845718,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.17.12.39,0.09141613360027344,0.07605259045851848,0.07844894770252454,0.04890370623565604,10.434048870159094,9.66047692088413,11.467657255402473,6.007158489872878,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.08.22.39,0.06981639728502369,0.07475169686019825,0.07578197177596561,0.04449323697446164,8.37308827671377,9.663556833121524,11.293588274140006,5.614974788760452,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.14.02.39,0.11329049269983886,0.08604140827188829,0.08773201816494947,0.05396342594853265,12.254460224092707,10.054613942481783,11.370486824960153,6.270176265553595,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.01.22.39,0.08319610332535769,0.07706040334000684,0.07921446359685533,0.04712271106987646,10.032601729977864,9.74102607419057,11.328988064624049,5.896896003560827,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.12.32.39,0.07019712876605302,0.07378607353874701,0.07617388544362519,0.04435582792128522,8.447844711829603,9.535760564295547,11.379791097280954,5.589775389519269,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.00.02.39,0.06161145563748231,0.07401484447482787,0.07642082132916646,0.04376864104692613,7.846288844376867,9.692389255604407,11.472977092541674,5.594160148205086,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.09.02.39,0.11735592558230382,0.08112896137506713,0.08225137946188779,0.051345085209238736,12.000822107161271,9.958218051120635,11.41241608076207,6.141197768936281,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.03.02.39,0.07890287611699791,0.07410908735778113,0.07649255334733142,0.04575555447043313,9.023770716568174,9.561931684986675,11.220971741983496,5.769340972591839,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.04.42.39,0.06061829190878461,0.07475731236876801,0.07776532057229356,0.04384144733629572,7.603108801765008,9.773967210472517,11.503198186988605,5.543519279240844,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.03.42.39,0.06558025294203819,0.07285770789589335,0.07613325845988572,0.04480531275941209,8.12331666884003,9.566626704630746,11.285832478911951,5.74704220827894,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.09.32.39,0.060658088773865915,0.0738454514380585,0.07642565554958737,0.04421089896967626,7.762271063008983,9.598300834520348,11.467472512384068,5.581970429576822,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.06.32.39,0.08156135553493823,0.07578631769129351,0.07690180184579325,0.04650788612725232,9.359017033098285,9.87796162545306,11.26151957403494,5.823629842755515,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.18.42.39,0.060970848185946586,0.07533380536158993,0.076534498754822,0.04420626007129255,7.743132355436249,9.76087058205595,11.438242971243758,5.615402610856914,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.19.12.39,0.07458801699301724,0.07576986180965868,0.07736534987059913,0.04565066653645198,8.76385179215247,9.774619472078419,11.29408237722667,5.780731313395525,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.15.07.32.39,0.06069407685922165,0.07408706479808586,0.07758142487426144,0.043647639044875244,7.730666845058473,9.67333139657713,11.360127182165762,5.579756365716772,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.10.52.39,0.06006631183163241,0.07580458030177255,0.07954631573807315,0.04369490697787979,7.597473138790665,9.932957511303586,11.752165501899563,5.567029186561065,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.06.22.39,0.08071028858830998,0.07489325650666537,0.07536740075198985,0.045915523218907184,9.209491003625743,9.453517943875008,11.198499743102282,5.788745022706253,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.06.12.39,0.06114947018897407,0.0770264173055325,0.07985126226866546,0.04478070218272377,7.86848756994952,10.094304567566201,11.719725793384995,5.719107038650956,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.07.32.39,0.06017232286732751,0.07479432589481907,0.07725430929244592,0.044604082230577664,7.734475997870411,9.726289416601011,11.4996650870424,5.628150985980421,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.21.22.39,0.06055119878900337,0.07470091313052393,0.07612232042580204,0.044127252307241564,7.63052656121655,9.761699722983353,11.354670177279829,5.6102421201650845,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.02.12.39,0.0608874456760584,0.0751324283412276,0.07792323843937693,0.044743932809219206,7.704657103135899,9.685311512075492,11.641174118178299,5.624233330541349,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.08.52.39,0.061782167098002834,0.0744878656184384,0.07652873675472435,0.04412671517163924,7.837482858620895,9.719709300443919,11.476176696959254,5.590635191736036,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.19.02.52.39,0.18300771522046974,0.1468081449289516,0.14963049953611013,0.08643781434640364,18.444686832719174,11.241940803139947,12.344300179537267,7.249843453184088,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.15.02.39,0.10555979295864056,0.08582816543776553,0.08795297621954197,0.05368802187606817,12.028541681828296,9.94573945134202,11.384881660999426,6.182398342106652,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.04.22.39,0.05983588065823527,0.07574739977537966,0.08042340934615948,0.043632794570047366,7.65273350218608,10.01542023979918,12.189812184476528,5.608590672308567,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.17.03.32.39,0.08096000781288148,0.0753883978709898,0.07593783876165827,0.04634718492113873,9.081246352609448,9.628392533501524,11.314782438329939,5.83316220787802,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.09.52.39,0.061595439230431176,0.0750616729332487,0.07709658674739978,0.04441911226134089,7.712736753192585,9.692911354574166,11.442390902986789,5.599284956322367,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.09.12.39,0.11812451779872063,0.08235856242980615,0.08346398749938962,0.05240709995605255,11.835445587252822,10.120556998104254,11.321776999086591,6.25138571339951,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.17.52.39,0.13430230968308998,0.09511167537477415,0.09813789735826944,0.0569379852531862,12.8304281690348,10.192357850930296,11.516486669641333,6.334439392814423,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.19.00.02.39,0.160894819082963,0.1086492016211729,0.12114732164656478,0.07063089018018458,15.134253994513756,10.690490726303286,11.658104433403425,6.769876311047402,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.23.52.39,0.061001318423751165,0.0741277894428439,0.07817281117242052,0.0436820645539333,7.747597299247361,9.776940088934941,11.583325874326327,5.569405940865769,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.18.05.52.39,0.1116688314859124,0.08039928707456419,0.08102104594950925,0.049893061184628155,12.055462365106154,10.034340462677907,11.561992037886737,6.1555594508073375,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.14.22.39,0.06203056789882319,0.07579779286097954,0.07846740563504077,0.044361736412910795,7.870862890610938,9.803230895624559,11.642788632975996,5.606278924259411,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.02.22.39,0.06074656965672152,0.07466844084183798,0.0775139411104058,0.043933541676839695,7.6658824663897915,9.766633687635212,11.545356741048824,5.514229231810804,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.16.16.52.39,0.07519683578299723,0.07531793544606671,0.0764569559060501,0.04538278236242005,8.914020281581598,9.757896795827211,11.571535845880078,5.769190157664375,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.12.17.02.39,0.06141310610869672,0.07675887494506567,0.08168191806240539,0.04503310708530691,7.890882016498079,9.98148831871883,12.377941805706008,5.701021484229997,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.13.06.42.39,0.0612516724449436,0.07606753259436497,0.08086913423507008,0.04319927730846233,7.794977502805146,9.978534968481345,11.896586056008248,5.546993288818463,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
2004.02.14.12.42.39,0.05945954392304312,0.07492167586307925,0.07887435909956542,0.04369017041847747,7.556351012191168,9.686527168603234,11.564956172009701,5.595055154073967,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14,9.095391128624235e-14
